ID,Edad,Tipo_Trabajo,Estado_Civil,Educacion,mora,Vivienda,Consumo,Contacto,Mes,Dia,Campana,Dias_Ultima_Camp,No_Contactos,Resultado_Anterior,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
1960,40,vendedor ambulante,casado,Estudiante Universitario,no,no,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
1961,58,unknown,casado,preescolar,no,no,si,telefono fijo,may,tue,3,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
1963,35,estudiante,single,pregrado,unknown,no,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
1964,37,empleado,casado,bachillerato,no,si,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
1966,46,empleado,casado,bachillerato incompleto,unknown,no,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
1967,35,tecnico,casado,Estudiante Universitario,no,no,no,telefono fijo,may,tue,3,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
1968,51,empleado,casado,preescolar,unknown,no,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
1969,40,empleado,divorced,bachillerato incompleto,unknown,si,si,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
1970,32,empleado,casado,bachillerato incompleto,no,si,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
1971,42,administrador negocio,divorced,pregrado,no,no,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
1973,46,empleado,casado,primaria,unknown,si,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
1974,42,administrador negocio,casado,primaria,no,no,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
1976,56,administrador negocio,casado,bachillerato,no,no,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
1977,27,empleado,casado,preescolar,unknown,no,no,telefono fijo,may,tue,9,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
1978,47,ama de casa,casado,pregrado,no,no,no,telefono fijo,may,tue,6,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
1981,45,Vive de los arriendos,casado,unknown,unknown,si,no,telefono fijo,may,tue,5,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
1982,58,pensionado,casado,bachillerato,no,si,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
1983,54,administrador negocio,casado,pregrado,no,no,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
1984,33,Vive de los arriendos,single,pregrado,no,si,si,telefono fijo,may,tue,3,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
1985,58,pensionado,divorced,Estudiante Universitario,unknown,si,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
1986,39,administrador negocio,casado,bachillerato,unknown,si,no,telefono fijo,may,tue,5,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
1987,49,vendedor ambulante,casado,Estudiante Universitario,no,si,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
1988,33,empleado,casado,bachillerato incompleto,no,no,no,telefono fijo,may,tue,3,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
1989,49,servicios,casado,bachillerato,no,si,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
1990,50,ama de casa,single,unknown,no,si,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
1991,40,empleado,single,bachillerato incompleto,no,no,no,telefono fijo,may,tue,4,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
1992,50,servicios,casado,unknown,unknown,no,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
1993,30,tecnico,casado,pregrado,unknown,no,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
1994,59,pensionado,casado,preescolar,unknown,no,no,telefono fijo,may,tue,3,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
1995,53,tecnico,casado,Estudiante Universitario,no,no,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
1998,26,servicios,single,bachillerato,no,si,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
1999,36,administrador negocio,casado,pregrado,no,no,no,telefono fijo,may,tue,3,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2000,45,administrador negocio,casado,bachillerato incompleto,no,si,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2001,31,Vive de los arriendos,casado,pregrado,no,no,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2002,29,empleado,casado,primaria,no,no,si,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2003,41,servicios,casado,bachillerato incompleto,no,si,si,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2004,35,administrador negocio,single,bachillerato,no,si,no,telefono fijo,may,tue,3,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2006,45,empleado,casado,preescolar,no,unknown,unknown,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2009,27,empleado,casado,bachillerato incompleto,no,si,no,telefono fijo,may,tue,3,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2010,39,servicios,casado,bachillerato,no,no,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2011,41,tecnico,casado,bachillerato incompleto,no,si,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2013,48,empleado,casado,preescolar,unknown,si,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2014,46,administrador negocio,divorced,bachillerato,unknown,si,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2015,49,empleado,casado,preescolar,unknown,no,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2017,46,empleado,casado,preescolar,unknown,no,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2018,51,pensionado,casado,preescolar,unknown,si,si,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2020,51,administrador negocio,casado,bachillerato,unknown,no,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2022,38,empleado,casado,primaria,no,no,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2023,56,desempleado,casado,bachillerato incompleto,unknown,no,si,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2025,35,administrador negocio,single,pregrado,no,si,si,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2026,45,administrador negocio,casado,bachillerato incompleto,unknown,si,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2027,43,tecnico,casado,bachillerato incompleto,unknown,no,si,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2029,35,servicios,casado,bachillerato,no,si,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2031,54,pensionado,casado,bachillerato,unknown,no,no,telefono fijo,may,tue,10,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2032,31,administrador negocio,casado,bachillerato,unknown,si,no,telefono fijo,may,tue,13,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2033,33,empleado,casado,preescolar,unknown,no,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2034,29,Vive de los arriendos,casado,pregrado,no,no,no,telefono fijo,may,tue,4,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2035,40,empleado,casado,primaria,unknown,si,no,telefono fijo,may,tue,3,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2037,51,emprendedor,casado,bachillerato incompleto,no,si,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2039,36,Vive de los arriendos,casado,pregrado,no,no,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2040,30,servicios,single,bachillerato,no,no,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2041,36,empleado,divorced,bachillerato,no,no,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2042,37,tecnico,casado,Estudiante Universitario,no,no,no,telefono fijo,may,tue,4,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2043,30,Vive de los arriendos,casado,pregrado,no,no,no,telefono fijo,may,tue,4,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2045,33,tecnico,single,bachillerato,no,no,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2046,44,empleado,casado,unknown,unknown,no,no,telefono fijo,may,tue,3,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2047,39,empleado,single,unknown,unknown,no,no,telefono fijo,may,tue,3,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2049,55,tecnico,casado,Estudiante Universitario,no,no,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2052,36,tecnico,casado,pregrado,no,no,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2053,37,administrador negocio,single,bachillerato,no,no,no,telefono fijo,may,tue,3,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2054,28,empleado,single,primaria,unknown,si,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2055,34,Vive de los arriendos,casado,pregrado,no,si,no,telefono fijo,may,tue,3,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2056,54,pensionado,divorciado,preescolar,no,si,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2057,31,emprendedor,single,bachillerato incompleto,no,no,no,telefono fijo,may,tue,6,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2058,48,empleado,casado,preescolar,no,no,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2059,46,ama de casa,casado,preescolar,no,no,no,telefono fijo,may,tue,4,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2061,47,empleado,casado,Estudiante Universitario,unknown,si,no,telefono fijo,may,tue,11,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2066,50,servicios,casado,bachillerato,unknown,si,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2067,47,Vive de los arriendos,divorced,pregrado,no,no,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2068,60,pensionado,casado,bachillerato,unknown,si,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2070,25,vendedor ambulante,single,pregrado,no,no,no,telefono fijo,may,tue,3,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2071,40,emprendedor,casado,pregrado,unknown,si,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2072,36,tecnico,casado,unknown,no,si,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2074,42,tecnico,casado,Estudiante Universitario,unknown,no,no,telefono fijo,may,tue,4,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2076,36,tecnico,casado,pregrado,no,si,si,telefono fijo,may,tue,4,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2078,39,servicios,casado,bachillerato incompleto,no,si,no,telefono fijo,may,tue,3,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2081,42,empleado,casado,bachillerato incompleto,unknown,si,no,telefono fijo,may,tue,3,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2082,34,emprendedor,casado,Estudiante Universitario,no,no,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2083,30,servicios,single,unknown,no,si,no,telefono fijo,may,tue,3,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2084,33,administrador negocio,single,pregrado,no,si,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2085,36,tecnico,casado,bachillerato incompleto,unknown,no,no,telefono fijo,may,tue,9,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2087,45,servicios,single,Estudiante Universitario,unknown,unknown,unknown,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2089,33,servicios,divorced,bachillerato,no,no,no,telefono fijo,may,tue,4,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2091,39,tecnico,casado,Estudiante Universitario,no,no,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2092,42,empleado,single,bachillerato incompleto,no,unknown,unknown,telefono fijo,may,tue,5,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2093,48,tecnico,single,unknown,no,unknown,unknown,telefono fijo,may,tue,19,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2094,29,administrador negocio,casado,bachillerato,no,no,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2095,59,pensionado,casado,bachillerato incompleto,no,si,no,telefono fijo,may,tue,9,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2096,31,servicios,casado,bachillerato incompleto,no,no,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4856,5191,1
2097,52,Vive de los arriendos,casado,preescolar,unknown,si,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2098,46,empleado,casado,unknown,no,no,no,telefono fijo,may,tue,3,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2099,36,emprendedor,casado,primaria,no,si,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2100,42,administrador negocio,single,pregrado,no,si,no,telefono fijo,may,tue,4,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2101,29,servicios,single,bachillerato,no,no,si,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2102,45,administrador negocio,casado,bachillerato,no,si,no,telefono fijo,may,tue,5,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2103,27,tecnico,single,bachillerato,unknown,no,si,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2105,39,empleado,divorced,bachillerato,no,si,si,telefono fijo,may,tue,3,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2108,39,administrador negocio,casado,pregrado,no,no,no,telefono fijo,may,tue,4,999,0,sin contacto,1.1,93994,-36.4,4856,5191,0
2109,35,empleado,casado,unknown,no,no,no,telefono fijo,may,wed,2,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2111,41,empleado,single,bachillerato incompleto,unknown,no,no,telefono fijo,may,wed,4,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2112,37,tecnico,casado,pregrado,no,no,no,telefono fijo,may,wed,2,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2113,40,administrador negocio,single,pregrado,unknown,si,no,telefono fijo,may,wed,4,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2114,42,empleado,divorced,bachillerato incompleto,no,si,no,telefono fijo,may,wed,11,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2115,55,empleado,casado,bachillerato incompleto,no,si,no,telefono fijo,may,wed,4,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2117,37,Vive de los arriendos,casado,pregrado,no,si,no,telefono fijo,may,wed,8,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2118,52,tecnico,casado,bachillerato,no,si,si,telefono fijo,may,wed,2,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2119,43,Vive de los arriendos,casado,pregrado,no,unknown,unknown,telefono fijo,may,wed,4,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2121,47,vendedor ambulante,casado,unknown,unknown,no,no,telefono fijo,may,wed,3,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2122,54,Vive de los arriendos,divorced,pregrado,no,si,no,telefono fijo,may,wed,4,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2124,46,desempleado,casado,Estudiante Universitario,unknown,si,no,telefono fijo,may,wed,4,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2125,45,empleado,divorced,bachillerato incompleto,no,si,no,telefono fijo,may,wed,3,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2126,30,servicios,casado,unknown,no,no,no,telefono fijo,may,wed,2,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2127,45,administrador negocio,casado,bachillerato incompleto,unknown,si,si,telefono fijo,may,wed,2,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2129,51,administrador negocio,casado,preescolar,unknown,si,no,telefono fijo,may,wed,3,999,0,sin contacto,1.1,93994,-36.4,4859,5191,1
2131,45,servicios,divorced,bachillerato,unknown,si,no,telefono fijo,may,wed,2,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2132,52,empleado,casado,preescolar,unknown,si,si,telefono fijo,may,wed,3,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2133,35,desempleado,casado,pregrado,no,si,no,telefono fijo,may,wed,9,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2134,48,administrador negocio,casado,pregrado,no,si,si,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2135,41,Vive de los arriendos,casado,unknown,unknown,si,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2136,58,ama de casa,casado,pregrado,unknown,no,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2139,38,empleado,casado,primaria,unknown,si,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,1
2142,29,administrador negocio,single,pregrado,no,no,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2143,59,emprendedor,casado,bachillerato,no,no,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2145,34,tecnico,single,Estudiante Universitario,no,no,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2146,28,empleado,casado,bachillerato incompleto,no,si,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2147,43,empleado,casado,unknown,unknown,no,si,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2148,45,empleado,divorced,bachillerato incompleto,no,si,si,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2149,31,empleado,single,bachillerato incompleto,no,no,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2150,34,empleado,casado,bachillerato incompleto,no,no,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2152,38,tecnico,single,pregrado,no,no,no,telefono fijo,may,wed,3,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2153,39,tecnico,casado,pregrado,unknown,no,no,telefono fijo,may,wed,2,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2156,42,empleado,casado,preescolar,unknown,unknown,unknown,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2157,32,empleado,casado,bachillerato incompleto,no,no,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2158,41,empleado,casado,preescolar,no,no,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2160,46,empleado,casado,preescolar,unknown,no,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2161,45,unknown,casado,unknown,unknown,unknown,unknown,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2164,33,desempleado,divorced,bachillerato incompleto,no,si,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2165,57,empleado,divorced,Estudiante Universitario,no,no,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2166,31,Vive de los arriendos,casado,bachillerato,no,no,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2168,40,empleado,single,bachillerato incompleto,unknown,si,no,telefono fijo,may,wed,2,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2169,34,vendedor ambulante,single,pregrado,no,si,no,telefono fijo,may,wed,2,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2171,43,servicios,casado,bachillerato,no,no,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2172,33,empleado,casado,bachillerato incompleto,no,no,si,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2173,51,servicios,casado,bachillerato,no,si,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2175,45,empleado,casado,bachillerato incompleto,unknown,no,si,telefono fijo,may,wed,2,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2176,27,administrador negocio,single,bachillerato,no,si,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,1
2177,50,administrador negocio,casado,pregrado,no,si,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2178,53,servicios,casado,bachillerato,unknown,si,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2179,42,Vive de los arriendos,casado,pregrado,unknown,si,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2183,51,servicios,casado,bachillerato,unknown,si,no,telefono fijo,may,wed,3,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2185,36,administrador negocio,casado,pregrado,unknown,si,no,telefono fijo,may,wed,2,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2187,44,tecnico,single,unknown,unknown,no,no,telefono fijo,may,wed,2,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2188,54,Vive de los arriendos,casado,pregrado,unknown,no,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2193,38,servicios,casado,bachillerato,no,no,no,telefono fijo,may,wed,2,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2195,49,administrador negocio,divorced,bachillerato incompleto,no,si,no,telefono fijo,may,wed,2,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2197,37,servicios,casado,bachillerato,no,si,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2198,54,empleado,casado,bachillerato incompleto,no,no,no,telefono fijo,may,wed,2,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2199,33,empleado,casado,bachillerato,no,no,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,1
2200,49,empleado,casado,bachillerato incompleto,no,si,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2202,48,emprendedor,casado,pregrado,no,si,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2203,35,estudiante,casado,pregrado,no,si,no,telefono fijo,may,wed,2,999,0,sin contacto,1.1,93994,-36.4,4859,5191,1
2204,42,empleado,divorced,primaria,unknown,no,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2205,51,desempleado,casado,Estudiante Universitario,no,no,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2206,48,pensionado,casado,bachillerato incompleto,no,no,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2207,50,administrador negocio,divorced,bachillerato incompleto,no,si,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2208,35,administrador negocio,casado,bachillerato,unknown,unknown,unknown,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2210,29,servicios,casado,bachillerato,unknown,unknown,unknown,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2211,39,Vive de los arriendos,casado,pregrado,no,si,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2212,34,emprendedor,casado,preescolar,no,no,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2213,37,administrador negocio,casado,bachillerato,no,si,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2214,52,empleado,casado,bachillerato incompleto,no,no,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2215,42,administrador negocio,casado,bachillerato incompleto,no,si,no,telefono fijo,may,wed,6,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2216,44,empleado,divorciado,preescolar,unknown,si,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2217,55,empleado,casado,preescolar,unknown,si,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2219,39,administrador negocio,casado,preescolar,no,si,no,telefono fijo,may,wed,2,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2220,40,tecnico,casado,Estudiante Universitario,no,no,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2221,42,servicios,casado,Estudiante Universitario,no,si,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2222,29,servicios,divorced,bachillerato,no,no,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2223,30,empleado,divorced,bachillerato incompleto,no,si,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2225,41,ama de casa,casado,primaria,no,no,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2226,34,tecnico,divorced,Estudiante Universitario,no,no,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2227,40,administrador negocio,single,bachillerato,no,no,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2228,34,empleado,casado,bachillerato incompleto,no,no,no,telefono fijo,may,wed,2,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2229,42,empleado,casado,primaria,no,si,no,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
2230,35,empleado,casado,bachillerato incompleto,no,no,si,telefono fijo,may,wed,1,999,0,sin contacto,1.1,93994,-36.4,4859,5191,0
